date/time (UTC),wind direction [degrees],wind speed [kts],wind gust [kts],air temperature [°C] 
2016-03-23 19:54:00,260,5,,17
2016-03-23 21:00:00,50,17,,8
2016-03-23 21:54:00,50,11,,7
2016-03-23 22:54:00,60,9,,6
2016-03-23 23:54:00,70,10,,6
2016-03-24 00:00:00,70,10,,6
2016-03-24 00:54:00,60,7,,6
2016-03-24 01:54:00,60,6,,6
2016-03-24 02:54:00,40,4,,6
2016-03-24 03:00:00,40,4,,6
2016-03-24 03:54:00,0,0,,6
2016-03-24 04:54:00,40,3,,6
2016-03-24 05:54:00,50,4,,6
2016-03-24 06:00:00,50,4,,6
2016-03-24 06:54:00,50,11,,6
2016-03-24 07:54:00,60,13,,5
2016-03-24 08:54:00,60,17,,4
2016-03-24 09:00:00,60,17,,4
2016-03-24 11:54:00,60,16,,3
2016-03-24 12:00:00,60,16,,3
2016-03-24 12:54:00,70,17,,3
2016-03-24 13:54:00,60,13,,5
2016-03-24 14:54:00,70,16,,6
2016-03-24 15:00:00,70,16,,6
2016-03-24 15:27:00,70,17,,6
2016-03-24 15:54:00,70,16,,5
2016-03-24 16:54:00,70,16,,4
2016-03-24 17:54:00,70,17,,4
2016-03-24 18:00:00,70,17,,4
2016-03-24 18:54:00,80,17,,4
2016-03-24 19:54:00,70,14,,3
2016-03-24 20:54:00,80,14,,3
2016-03-24 21:00:00,80,14,,3
2016-03-24 21:07:00,80,13,,3
2016-03-24 21:54:00,80,13,,3
2016-03-24 22:54:00,70,15,,3
2016-03-24 23:54:00,60,13,,3
2016-03-25 00:00:00,60,13,,3
2016-03-25 00:02:00,60,12,,3
2016-03-25 00:54:00,60,12,,3
2016-03-25 01:19:00,60,11,,3
2016-03-25 01:41:00,50,12,,3
2016-03-25 01:54:00,50,13,,3
2016-03-25 02:54:00,60,10,,3
2016-03-25 03:00:00,60,10,,3
2016-03-25 03:54:00,50,10,,3
2016-03-25 04:54:00,50,10,,4
2016-03-25 05:10:00,50,7,,4
2016-03-25 05:54:00,40,7,,4
2016-03-25 06:00:00,40,7,,4
2016-03-25 06:54:00,40,7,,3
2016-03-25 07:54:00,60,9,,4
2016-03-25 08:54:00,60,11,,4
2016-03-25 09:00:00,60,11,,4
2016-03-25 09:54:00,50,5,,4
2016-03-25 10:54:00,40,3,,4
2016-03-25 11:54:00,360,7,,4
2016-03-25 12:00:00,360,7,,4
2016-03-25 12:54:00,360,3,,3
2016-03-25 13:54:00,30,5,,3
2016-03-25 14:54:00,0,0,,3
2016-03-25 15:00:00,0,0,,3
2016-03-25 15:54:00,40,4,,3
2016-03-25 16:54:00,90,3,,4
2016-03-25 17:54:00,90,3,,4
2016-03-25 18:00:00,90,3,,4
2016-03-25 18:54:00,90,4,,4
2016-03-25 19:02:00,80,4,,4
2016-03-25 19:54:00,80,3,,4
2016-03-25 20:24:00,90,6,,4
2016-03-25 20:54:00,110,5,,4
2016-03-25 21:00:00,110,5,,4
2016-03-25 21:34:00,50,4,,5
2016-03-25 21:54:00,,5,,5
2016-03-25 22:54:00,340,4,,7
2016-03-25 23:06:00,340,6,,7
2016-03-25 23:39:00,0,0,,7
2016-03-25 23:54:00,300,5,,7
2016-03-26 00:00:00,300,5,,7
2016-03-26 00:54:00,320,5,,7
2016-03-26 01:54:00,330,7,,7
2016-03-26 03:54:00,350,11,,7
2016-03-26 04:54:00,350,10,,6
2016-03-26 05:54:00,350,10,,5
2016-03-26 06:00:00,350,10,,5
2016-03-26 06:54:00,320,9,,4
2016-03-26 07:54:00,330,12,,3
2016-03-26 08:54:00,320,12,,3
2016-03-26 09:00:00,320,12,,3
2016-03-26 09:01:00,320,9,,3
2016-03-26 09:54:00,330,9,,3
2016-03-26 10:54:00,320,8,,3
2016-03-26 11:54:00,320,9,,3
2016-03-26 12:00:00,320,9,,3
2016-03-26 12:54:00,360,7,,3
2016-03-26 13:19:00,360,6,,4
2016-03-26 13:54:00,20,8,,4
2016-03-26 14:54:00,40,9,,5
2016-03-26 15:00:00,40,9,,5
2016-03-26 15:54:00,70,16,,5
2016-03-26 16:54:00,80,15,,5
2016-03-26 17:54:00,70,13,,5
2016-03-26 18:00:00,70,13,,5
2016-03-26 18:54:00,80,11,,4
2016-03-26 19:54:00,90,12,,4
2016-03-26 20:54:00,90,9,,4
2016-03-26 21:00:00,90,9,,4
2016-03-26 21:54:00,100,8,,3
2016-03-26 22:54:00,100,10,,3
2016-03-26 23:54:00,120,7,,2
2016-03-27 00:00:00,120,7,,2
2016-03-27 00:54:00,100,8,,2
2016-03-27 01:54:00,100,6,,2
2016-03-27 02:54:00,140,5,,2
2016-03-27 03:00:00,140,5,,2
2016-03-27 03:54:00,0,0,,2
2016-03-27 04:54:00,0,0,,2
2016-03-27 05:54:00,20,3,,2
2016-03-27 06:00:00,20,3,,2
2016-03-27 06:54:00,0,0,,2
2016-03-27 07:54:00,350,3,,2
2016-03-27 08:54:00,350,6,,2
2016-03-27 09:00:00,350,6,,2
2016-03-27 09:54:00,30,3,,2
2016-03-27 10:54:00,10,3,,2
2016-03-27 11:54:00,20,3,,2
2016-03-27 12:00:00,20,3,,2
2016-03-27 12:54:00,0,0,,2
2016-03-27 13:54:00,0,0,,2
2016-03-27 14:54:00,,3,,3
2016-03-27 15:00:00,,3,,3
2016-03-27 15:54:00,140,7,,3
2016-03-27 16:54:00,130,9,,4
2016-03-27 17:54:00,130,10,,4
2016-03-27 18:00:00,130,10,,4
2016-03-27 18:54:00,80,8,,5
2016-03-27 19:54:00,120,10,,4
2016-03-27 20:54:00,110,12,,5
2016-03-27 21:00:00,110,12,,5
2016-03-27 21:54:00,110,11,,4
2016-03-27 22:54:00,100,11,,4
2016-03-27 23:54:00,110,11,,4
2016-03-28 00:00:00,110,11,,4
2016-03-28 00:54:00,130,8,,4
2016-03-28 01:54:00,140,10,,4
2016-03-28 02:54:00,160,9,,3
2016-03-28 03:00:00,160,9,,3
2016-03-28 03:35:00,180,9,,3
2016-03-28 03:54:00,180,9,,3
2016-03-28 04:14:00,180,9,,3
2016-03-28 04:54:00,170,8,,3
2016-03-28 05:54:00,170,7,,3
2016-03-28 06:00:00,170,7,,3
2016-03-28 06:54:00,160,6,,3
2016-03-28 07:54:00,120,6,,3
2016-03-28 08:06:00,130,6,,3
2016-03-28 08:54:00,110,6,,3
2016-03-28 09:00:00,110,6,,3
2016-03-28 09:54:00,100,5,,4
2016-03-28 10:54:00,110,12,,4
2016-03-28 11:54:00,100,10,,4
2016-03-28 12:00:00,100,10,,4
2016-03-28 12:54:00,100,10,,4
2016-03-28 13:21:00,100,12,,4
2016-03-28 13:54:00,90,12,,5
2016-03-28 14:20:00,80,14,,5
2016-03-28 14:28:00,80,14,,5
2016-03-28 14:54:00,70,12,,5
2016-03-28 15:00:00,70,12,,5
2016-03-28 15:54:00,80,13,,6
2016-03-28 16:54:00,80,10,,6
2016-03-28 17:54:00,40,9,,6
2016-03-28 18:00:00,40,9,,6
2016-03-28 18:54:00,20,9,,6
2016-03-28 19:07:00,20,10,,6
2016-03-28 19:35:00,360,8,,6
2016-03-28 19:54:00,350,8,,6
2016-03-28 20:54:00,10,10,,6
2016-03-28 21:00:00,10,10,,6
2016-03-28 21:54:00,320,10,,6
2016-03-28 22:08:00,330,8,,6
2016-03-28 22:17:00,340,7,,6
2016-03-28 22:54:00,310,7,,6
2016-03-28 23:54:00,300,7,,6
2016-03-29 00:00:00,300,7,,6
2016-03-29 00:54:00,260,9,,6
2016-03-29 01:54:00,230,11,,7
2016-03-29 02:54:00,250,13,,8
2016-03-29 03:00:00,250,13,,8
2016-03-29 04:54:00,270,14,25,7
2016-03-29 05:54:00,260,15,24,7
2016-03-29 06:00:00,260,15,,7
2016-03-29 06:54:00,270,16,25,7
2016-03-29 07:54:00,270,15,23,6
2016-03-29 09:00:00,280,18,,6
2016-03-29 09:54:00,280,15,21,6
2016-03-29 10:54:00,290,17,28,6
2016-03-29 12:00:00,280,20,,6
2016-03-29 15:00:00,290,20,,8
2016-03-29 15:54:00,290,19,31,8
2016-03-29 17:54:00,320,23,35,10
2016-03-29 18:00:00,320,23,,10
2016-03-29 21:00:00,320,24,,9
2016-03-29 21:54:00,300,19,27,8
2016-03-29 22:54:00,,,29,7
2016-03-29 23:54:00,320,14,22,6
2016-03-30 00:00:00,320,14,,6
2016-03-30 00:54:00,310,15,26,6
2016-03-30 02:54:00,320,16,23,4
2016-03-30 03:00:00,320,16,,4
2016-03-30 03:54:00,310,11,,4
2016-03-30 04:54:00,320,10,,3
2016-03-30 05:54:00,280,7,,3
2016-03-30 06:00:00,280,7,,3
2016-03-30 06:54:00,280,6,,3
2016-03-30 07:54:00,290,9,,2
2016-03-30 08:54:00,280,9,,2
2016-03-30 09:00:00,280,9,,2
2016-03-30 09:54:00,280,9,,2
2016-03-30 10:54:00,280,8,,2
2016-03-30 11:54:00,290,7,,3
2016-03-30 12:00:00,290,7,,3
2016-03-30 12:54:00,310,7,,5
2016-03-30 13:54:00,270,6,,7
2016-03-30 14:54:00,230,5,,8
2016-03-30 15:00:00,230,5,,8
2016-03-30 15:54:00,180,6,,9
2016-03-30 16:54:00,240,6,,11
2016-03-30 17:54:00,220,8,,12
2016-03-30 18:00:00,220,8,,12
2016-03-30 18:54:00,210,12,,14
2016-03-30 19:54:00,220,13,,14
2016-03-30 20:54:00,220,13,,14
2016-03-30 21:00:00,220,13,,14
2016-03-30 21:54:00,180,14,,12
2016-03-30 22:54:00,200,17,,9
2016-03-30 23:54:00,190,14,,7
2016-03-31 00:00:00,190,14,,7
2016-03-31 00:54:00,200,15,,6
2016-03-31 01:54:00,210,16,,6
2016-03-31 02:54:00,210,14,23,6
2016-03-31 03:00:00,210,14,,6
2016-03-31 03:54:00,210,15,,6
2016-03-31 04:54:00,220,16,,6
2016-03-31 05:54:00,220,16,,7
2016-03-31 06:00:00,220,16,,7
2016-03-31 06:54:00,220,16,,8
2016-03-31 09:00:00,210,18,,8
2016-03-31 10:54:00,220,16,,11
2016-03-31 12:00:00,230,18,,12
2016-03-31 15:00:00,220,22,,18
2016-03-31 18:00:00,210,24,,21
2016-03-31 21:00:00,210,29,,21
2016-03-31 21:54:00,210,23,38,19
2016-03-31 22:54:00,190,18,25,17
2016-03-31 23:54:00,200,15,22,16
2016-04-01 00:00:00,200,15,,16
2016-04-01 01:54:00,200,14,24,16
2016-04-01 02:54:00,200,14,21,16
2016-04-01 03:00:00,200,14,,16
2016-04-01 03:54:00,210,17,28,16
2016-04-01 04:54:00,210,14,23,17
2016-04-01 05:54:00,200,15,24,17
2016-04-01 06:00:00,200,15,,17
2016-04-01 06:54:00,210,14,22,17
2016-04-01 08:54:00,210,14,22,17
2016-04-01 09:00:00,210,14,,17
2016-04-01 09:03:00,220,18,24,17
2016-04-01 09:54:00,200,14,,16
2016-04-01 10:54:00,210,13,,17
2016-04-01 11:54:00,210,13,,17
2016-04-01 12:00:00,210,13,,17
2016-04-01 12:54:00,190,13,,18
2016-04-01 13:54:00,200,14,,17
2016-04-01 14:54:00,190,15,,17
2016-04-01 15:00:00,190,15,,17
2016-04-01 16:54:00,200,15,,17
2016-04-01 17:54:00,200,11,,19
2016-04-01 18:00:00,200,11,,19
2016-04-01 18:01:00,210,13,,19
2016-04-01 18:18:00,210,16,,20
2016-04-01 19:54:00,200,15,23,21
2016-04-01 20:54:00,190,20,26,19
2016-04-01 21:00:00,190,20,,19
2016-04-01 22:54:00,210,16,26,18
2016-04-01 23:54:00,220,13,21,17
2016-04-02 00:00:00,220,13,,17
2016-04-02 00:54:00,220,16,,17
2016-04-02 01:54:00,280,9,,18
2016-04-02 03:00:00,320,20,,17
2016-04-02 03:54:00,290,14,21,16
2016-04-02 05:54:00,290,11,,14
2016-04-02 06:00:00,290,11,,14
2016-04-02 07:54:00,260,5,,13
2016-04-02 08:54:00,220,6,,12
2016-04-02 09:00:00,220,6,,12
2016-04-02 09:54:00,210,7,,11
2016-04-02 10:54:00,190,6,,10
2016-04-02 11:54:00,220,7,,11
2016-04-02 12:00:00,220,7,,11
2016-04-02 12:54:00,210,7,,11
2016-04-02 13:54:00,210,10,,9
2016-04-02 14:54:00,190,11,,8
2016-04-02 15:00:00,190,11,,8
2016-04-02 15:54:00,210,7,,8
2016-04-02 16:26:00,210,8,,8
2016-04-02 16:54:00,220,9,,8
2016-04-02 17:54:00,180,8,,8
2016-04-02 18:00:00,180,8,,8
2016-04-02 18:11:00,190,7,,8
2016-04-02 18:54:00,170,11,,8
2016-04-02 19:32:00,170,8,,8
2016-04-02 19:54:00,190,9,,8
2016-04-02 20:39:00,200,12,,8
2016-04-02 20:54:00,190,10,,8
2016-04-02 21:00:00,190,10,,8
2016-04-02 21:54:00,200,7,,8
2016-04-02 22:12:00,200,11,,8
2016-04-02 22:54:00,200,10,,8
2016-04-02 23:54:00,220,11,,8
2016-04-03 00:00:00,220,11,,8
2016-04-03 00:54:00,290,3,,8
2016-04-03 01:54:00,250,6,,7
2016-04-03 02:54:00,240,6,,7
2016-04-03 03:00:00,240,6,,7
2016-04-03 03:54:00,240,6,,6
2016-04-03 04:54:00,220,7,,6
2016-04-03 05:54:00,200,5,,6
2016-04-03 06:00:00,200,5,,6
2016-04-03 06:54:00,0,0,,6
2016-04-03 07:54:00,0,0,,6
2016-04-03 08:54:00,330,12,,3
2016-04-03 09:00:00,330,12,,3
2016-04-03 09:11:00,350,11,,2
2016-04-03 09:17:00,340,10,,1
2016-04-03 09:27:00,330,8,,1
2016-04-03 09:54:00,340,8,,0
2016-04-03 10:02:00,350,11,,0
2016-04-03 10:31:00,350,12,,1
2016-04-03 10:54:00,340,13,,1
2016-04-03 11:37:00,330,14,,1
2016-04-03 12:00:00,320,16,,1
2016-04-03 13:54:00,320,15,25,-1
2016-04-03 15:00:00,310,18,,1
2016-04-03 15:54:00,320,17,30,2
2016-04-03 18:00:00,300,18,,3
2016-04-03 18:54:00,300,18,27,2
2016-04-03 20:54:00,290,19,33,2
2016-04-03 21:00:00,290,19,,2
2016-04-03 21:54:00,300,17,28,2
2016-04-03 22:54:00,,,28,0
2016-04-03 23:54:00,270,14,31,-1
2016-04-04 00:00:00,270,14,,-1
2016-04-04 00:54:00,290,15,20,-1
2016-04-04 01:54:00,270,10,19,-1
2016-04-04 02:54:00,280,9,,-2
2016-04-04 03:00:00,280,9,,-2
2016-04-04 03:54:00,290,12,,-2
2016-04-04 04:54:00,280,9,,-2
2016-04-04 05:54:00,280,8,,-2
2016-04-04 06:00:00,280,8,,-2
2016-04-04 06:54:00,290,8,,-2
2016-04-04 07:54:00,280,6,,-2
2016-04-04 08:54:00,210,6,,-2
2016-04-04 09:00:00,210,6,,-2
2016-04-04 09:54:00,230,5,,-3
2016-04-04 10:27:00,220,6,,-3
2016-04-04 10:54:00,220,4,,-4
2016-04-04 11:54:00,0,0,,-4
2016-04-04 12:09:00,0,0,,-4
2016-04-04 12:18:00,0,0,,-4
2016-04-04 12:30:00,0,0,,-4
2016-04-04 12:54:00,120,6,,-4
2016-04-04 13:21:00,110,7,,-4
2016-04-04 13:30:00,110,6,,-4
2016-04-04 13:54:00,100,6,,-4
2016-04-04 14:20:00,90,6,,-3
2016-04-04 14:54:00,70,10,,-3
2016-04-04 15:00:00,70,10,,-3
2016-04-04 15:07:00,80,8,,-3
2016-04-04 15:36:00,80,10,,-2
2016-04-04 15:54:00,70,12,,-2
2016-04-04 17:05:00,60,12,,-2
2016-04-04 17:54:00,50,13,,-2
2016-04-04 18:00:00,50,13,,-2
2016-04-04 18:54:00,40,13,,-1
2016-04-04 19:28:00,50,13,,-2
2016-04-04 19:54:00,40,12,,-1
2016-04-04 20:59:00,20,15,,-2
2016-04-04 21:00:00,20,13,,-2
2016-04-04 21:54:00,10,16,,-2
2016-04-04 22:54:00,350,13,,-3
2016-04-04 23:17:00,360,15,,-3
2016-04-04 23:29:00,360,11,,-3
2016-04-05 00:54:00,360,13,,-3
2016-04-05 01:54:00,10,12,,-3
2016-04-05 02:54:00,360,10,,-3
2016-04-05 03:00:00,360,10,,-3
2016-04-05 03:54:00,340,9,,-3
2016-04-05 04:54:00,340,10,,-3
2016-04-05 05:54:00,350,11,,-3
2016-04-05 06:00:00,350,11,,-3
2016-04-05 06:54:00,340,10,,-3
2016-04-05 07:54:00,340,12,,-3
2016-04-05 08:54:00,350,12,,-4
2016-04-05 09:00:00,350,12,,-4
2016-04-05 09:54:00,350,15,,-4
2016-04-05 10:54:00,10,17,,-5
2016-04-05 11:54:00,360,15,,-5
2016-04-05 12:00:00,360,15,,-5
2016-04-05 12:54:00,10,13,,-4
2016-04-05 13:54:00,20,14,,-3
2016-04-05 14:54:00,20,11,,-2
2016-04-05 15:00:00,20,11,,-2
2016-04-05 15:54:00,360,7,,-1
2016-04-05 16:54:00,320,11,,0
2016-04-05 17:54:00,300,10,,1
2016-04-05 18:00:00,300,10,,1
2016-04-05 18:54:00,330,11,15,1
2016-04-05 19:54:00,310,8,,2
2016-04-05 20:54:00,330,15,,2
2016-04-05 21:00:00,330,15,,2
2016-04-05 21:54:00,330,14,18,3
2016-04-05 22:54:00,330,9,17,2
2016-04-05 23:54:00,330,9,16,1
2016-04-06 00:00:00,330,9,,1
2016-04-06 00:54:00,330,10,,1
2016-04-06 01:54:00,340,8,,0
2016-04-06 02:54:00,320,8,,-1
2016-04-06 03:00:00,320,8,,-1
2016-04-06 03:54:00,320,7,,-1
2016-04-06 04:54:00,320,6,,-2
2016-04-06 05:54:00,340,5,,-2
2016-04-06 06:00:00,340,5,,-2
2016-04-06 06:54:00,290,5,,-2
2016-04-06 07:54:00,300,4,,-3
2016-04-06 08:54:00,300,5,,-3
2016-04-06 09:00:00,300,5,,-3
2016-04-06 09:54:00,290,4,,-3
2016-04-06 10:54:00,360,3,,-3
2016-04-06 11:54:00,20,3,,-1
2016-04-06 12:00:00,20,3,,-1
2016-04-06 12:54:00,170,3,,0
2016-04-06 13:54:00,150,5,,1
2016-04-06 14:54:00,150,7,,1
2016-04-06 15:00:00,150,7,,1
2016-04-06 15:54:00,130,6,,2
2016-04-06 16:54:00,170,10,,4
2016-04-06 18:24:00,190,15,,5
2016-04-06 18:54:00,200,13,,5
2016-04-06 19:54:00,180,15,,4
2016-04-06 20:54:00,180,17,,4
2016-04-06 21:00:00,180,17,,4
2016-04-06 22:54:00,190,16,22,4
2016-04-06 23:54:00,190,12,,4
2016-04-07 00:00:00,190,12,,4
2016-04-07 00:54:00,180,11,,4
2016-04-07 01:54:00,170,9,,4
2016-04-07 02:54:00,180,11,,5
2016-04-07 03:00:00,180,11,,5
2016-04-07 03:54:00,190,9,,6
2016-04-07 04:17:00,170,6,,6
2016-04-07 04:54:00,170,6,,6
2016-04-07 05:18:00,170,7,,6
2016-04-07 05:40:00,160,8,,6
2016-04-07 05:54:00,160,8,,6
2016-04-07 06:00:00,160,8,,6
2016-04-07 06:04:00,140,10,,6
2016-04-07 06:54:00,160,7,,7
2016-04-07 07:54:00,190,13,,9
2016-04-07 09:00:00,190,18,,9
2016-04-07 09:54:00,180,13,,9
2016-04-07 10:54:00,190,13,,11
2016-04-07 11:54:00,170,10,,11
2016-04-07 12:00:00,170,10,,11
2016-04-07 12:28:00,180,12,,12
2016-04-07 12:54:00,180,17,,13
2016-04-07 13:54:00,180,19,,12
2016-04-07 15:25:00,190,20,,13
2016-04-07 15:38:00,190,15,,13
2016-04-07 15:54:00,180,18,,13
2016-04-07 16:54:00,170,12,,12
2016-04-07 17:54:00,150,12,,12
2016-04-07 18:00:00,150,12,,12
2016-04-07 18:54:00,160,20,,12
2016-04-07 21:00:00,160,22,,12
2016-04-07 21:10:00,180,29,,12
2016-04-07 22:13:00,170,14,,11
2016-04-07 22:54:00,160,11,,11
2016-04-07 23:54:00,180,15,,12
2016-04-08 00:00:00,180,15,,12
2016-04-08 00:54:00,180,10,,12
2016-04-08 01:54:00,200,12,,12
2016-04-08 02:35:00,200,10,,11
2016-04-08 02:54:00,200,11,,11
2016-04-08 03:00:00,200,11,,11
2016-04-08 03:54:00,220,11,,10
2016-04-08 04:54:00,220,9,,10
2016-04-08 05:54:00,200,7,,8
2016-04-08 06:00:00,200,7,,8
2016-04-08 06:54:00,200,6,,9
2016-04-08 07:54:00,160,6,,8
2016-04-08 08:54:00,170,9,,7
2016-04-08 09:00:00,170,9,,7
2016-04-08 09:54:00,190,13,,8
2016-04-08 10:54:00,200,14,,8
2016-04-08 11:54:00,220,18,25,8
2016-04-08 12:00:00,220,18,,8
2016-04-08 12:54:00,250,17,24,9
2016-04-08 13:54:00,250,10,17,9
2016-04-08 14:54:00,240,10,20,11
2016-04-08 15:00:00,240,10,,11
2016-04-08 15:54:00,240,16,23,11
2016-04-08 17:54:00,270,13,,9
2016-04-08 18:00:00,270,13,,9
2016-04-08 19:40:00,250,11,,9
2016-04-08 19:54:00,230,7,,10
2016-04-08 20:54:00,260,17,,10
2016-04-08 21:00:00,260,17,,10
2016-04-08 21:54:00,260,14,25,9
2016-04-08 22:54:00,270,13,24,8
2016-04-08 23:54:00,280,13,22,7
2016-04-09 00:00:00,280,13,,7
2016-04-09 00:54:00,270,16,25,6
2016-04-09 01:54:00,260,19,25,4
2016-04-09 02:54:00,290,19,27,3
2016-04-09 03:00:00,290,19,,3
2016-04-09 03:54:00,280,12,20,3
2016-04-09 04:54:00,280,10,19,3
2016-04-09 05:54:00,290,9,16,2
2016-04-09 06:00:00,290,9,,2
2016-04-09 06:54:00,280,8,,2
2016-04-09 07:54:00,280,4,,2
2016-04-09 08:54:00,290,7,,2
2016-04-09 09:00:00,290,7,,2
2016-04-09 09:54:00,220,8,,1
2016-04-09 10:54:00,260,7,,1
2016-04-09 11:54:00,280,6,,2
2016-04-09 12:00:00,280,6,,2
2016-04-09 12:54:00,260,5,,3
2016-04-09 13:54:00,240,8,,4
2016-04-09 14:54:00,220,4,,6
2016-04-09 15:00:00,220,4,,6
2016-04-09 15:54:00,350,7,,7
2016-04-09 16:54:00,130,11,,6
2016-04-09 17:54:00,130,8,,7
2016-04-09 18:00:00,130,8,,7
2016-04-09 19:54:00,100,12,,5
2016-04-09 20:54:00,100,9,,4
2016-04-09 21:00:00,100,9,,4
2016-04-09 21:54:00,100,9,,4
2016-04-09 22:54:00,90,6,,4
2016-04-09 23:54:00,50,6,,4
2016-04-10 00:00:00,50,6,,4
2016-04-10 00:54:00,40,5,,4
2016-04-10 01:54:00,350,6,,4
2016-04-10 03:00:00,330,15,,4
2016-04-10 03:54:00,330,13,,3
2016-04-10 06:00:00,320,14,,1
2016-04-10 06:54:00,310,10,,0
2016-04-10 07:54:00,320,8,,0
2016-04-10 08:54:00,320,11,,-1
2016-04-10 09:00:00,320,11,,-1
2016-04-10 09:54:00,310,9,,-1
2016-04-10 10:54:00,300,9,,0
2016-04-10 11:54:00,310,13,,1
2016-04-10 12:00:00,310,13,,1
2016-04-10 12:54:00,320,14,,1
2016-04-10 13:54:00,310,11,,3
2016-04-10 14:54:00,260,12,,4
2016-04-10 15:00:00,260,12,,4
2016-04-10 16:54:00,250,9,15,7
2016-04-10 17:54:00,,5,19,7
2016-04-10 18:00:00,,5,,7
2016-04-10 18:54:00,260,13,18,8
2016-04-10 19:54:00,300,11,16,9
2016-04-10 20:54:00,240,11,,9
2016-04-10 21:00:00,240,11,,9
2016-04-10 21:54:00,270,12,,9
2016-04-10 22:54:00,280,9,,9
2016-04-10 23:54:00,250,9,,8
2016-04-11 00:00:00,250,9,,8
2016-04-11 00:54:00,250,7,,8
2016-04-11 01:54:00,250,6,,7
2016-04-11 02:54:00,200,10,,6
2016-04-11 03:00:00,200,10,,6
2016-04-11 03:54:00,210,10,,6
2016-04-11 04:54:00,210,11,,6
2016-04-11 05:54:00,210,10,,6
2016-04-11 06:00:00,210,10,,6
2016-04-11 06:54:00,180,7,,6
2016-04-11 07:54:00,190,10,,6
2016-04-11 08:54:00,190,10,,6
2016-04-11 09:00:00,190,10,,6
2016-04-11 09:54:00,180,11,,6
2016-04-11 10:54:00,190,13,,6
2016-04-11 11:54:00,190,12,,6
2016-04-11 12:00:00,190,12,,6
2016-04-11 12:54:00,190,13,,6
2016-04-11 13:54:00,190,12,,7
2016-04-11 15:00:00,190,19,,11
2016-04-11 16:54:00,200,18,26,13
2016-04-11 17:54:00,190,21,28,13
2016-04-11 18:00:00,190,21,,13
2016-04-11 18:54:00,190,17,25,14
2016-04-11 19:54:00,210,22,34,14
2016-04-11 20:54:00,200,16,28,14
2016-04-11 21:00:00,200,16,,14
2016-04-11 21:54:00,200,18,33,14
2016-04-11 22:54:00,200,19,,13
2016-04-11 23:54:00,190,12,,13
2016-04-12 00:00:00,190,12,,13
2016-04-12 00:54:00,190,14,19,12
2016-04-12 01:54:00,200,11,22,12
2016-04-12 02:54:00,200,11,,12
2016-04-12 03:00:00,200,11,,12
2016-04-12 03:54:00,200,13,,13
2016-04-12 04:54:00,200,17,,13
2016-04-12 05:35:00,200,15,,13
2016-04-12 05:54:00,200,17,25,13
2016-04-12 06:00:00,200,17,,13
2016-04-12 06:54:00,210,19,26,13
2016-04-12 07:54:00,190,17,23,13
2016-04-12 08:54:00,200,18,27,14
2016-04-12 09:00:00,200,18,,14
2016-04-12 09:54:00,200,18,,13
2016-04-12 10:54:00,210,20,,15
2016-04-12 12:00:00,210,21,,15
2016-04-12 13:54:00,210,10,,15
2016-04-12 14:54:00,210,14,,13
2016-04-12 15:00:00,210,14,,13
2016-04-12 15:54:00,200,10,,13
2016-04-12 16:04:00,200,8,,13
2016-04-12 16:24:00,210,9,,13
2016-04-12 16:54:00,210,11,,13
2016-04-12 18:00:00,280,15,,12
2016-04-12 18:14:00,290,14,,11
2016-04-12 18:54:00,280,11,,10
2016-04-12 19:54:00,290,8,,10
2016-04-12 20:29:00,270,10,,10
2016-04-12 20:54:00,270,9,,10
2016-04-12 21:00:00,270,9,,10
2016-04-12 21:54:00,290,7,,11
2016-04-12 22:54:00,290,10,,12
2016-04-12 23:54:00,330,18,22,11
2016-04-13 00:00:00,330,18,,11
2016-04-13 00:54:00,320,13,19,9
2016-04-13 01:54:00,320,18,24,8
2016-04-13 02:54:00,310,10,,7
2016-04-13 03:00:00,310,10,,7
2016-04-13 04:54:00,320,8,,6
2016-04-13 05:54:00,310,8,,6
2016-04-13 06:00:00,310,8,,6
2016-04-13 06:54:00,310,8,,5
2016-04-13 07:54:00,310,9,,5
2016-04-13 08:54:00,310,10,,4
2016-04-13 09:00:00,310,10,,4
2016-04-13 09:54:00,310,11,,4
2016-04-13 10:54:00,320,10,,4
2016-04-13 11:54:00,330,13,,6
2016-04-13 12:00:00,330,13,,6
2016-04-13 12:54:00,330,10,,7
2016-04-13 13:54:00,360,11,,8
2016-04-13 14:54:00,350,11,16,9
2016-04-13 15:00:00,350,11,,9
2016-04-13 15:54:00,350,7,,10
2016-04-13 17:54:00,90,10,,8
2016-04-13 18:00:00,90,10,,8
2016-04-13 18:54:00,90,11,,7
2016-04-13 19:54:00,100,13,,8
2016-04-13 21:54:00,100,11,,7
2016-04-13 22:54:00,90,8,,6
2016-04-13 23:54:00,100,7,,5
2016-04-14 00:00:00,100,7,,5
2016-04-14 00:54:00,100,4,,5
2016-04-14 01:54:00,170,4,,5
2016-04-14 02:54:00,0,0,,6
2016-04-14 03:54:00,320,6,,6
2016-04-14 04:54:00,330,4,,4
2016-04-14 05:54:00,340,5,,4
2016-04-14 06:00:00,340,5,,4
2016-04-14 06:54:00,350,4,,5
2016-04-14 07:54:00,350,3,,4
2016-04-14 08:54:00,360,8,,4
2016-04-14 09:00:00,360,8,,4
2016-04-14 09:54:00,10,11,,4
2016-04-14 10:54:00,10,11,,4
2016-04-14 12:00:00,30,16,,6
2016-04-14 13:54:00,30,15,,8
2016-04-14 14:54:00,40,13,,8
